timestamp,T,x,y,z,Tsig,xsig,ysig,zsig,xTcov,xycov,xzcov,zTcov,yzcov,yTcov,rsig,psig,qsig,tr,tp,tq,Cd,ustar,Tstar,hf,MOs,mf,w,u,v,dir,vel
2021-09-03 11:29:04,18.84,0.94,1.79,0.13,0.4826,1.4026,1.2032,0.7969,-0.0053,-0.1182,-0.1983,0.1125,0.0385,-0.1945,0.8036,1.2051,1.3972,0.396,0.5938,0.6885,0.04904,0.4494,0.2503,134.792,-0.015,-0.244,0.13,1.79,0.94,242.3,2.03
2021-09-03 11:39:04,18.78,0.47,1.94,0.15,0.5257,1.3244,1.2611,0.8072,0.0688,-0.3913,-0.1775,0.1023,0.0611,-0.2626,0.8082,1.191,1.3872,0.4039,0.5952,0.6932,0.04689,0.4333,0.236,122.561,-0.016,-0.227,0.15,1.94,0.47,256.4,2.0
2021-09-03 11:49:04,19.09,0.84,1.39,0.07,0.5775,1.3732,1.1781,0.7852,-0.0996,0.0844,-0.0526,0.1362,0.153,-0.1992,0.7807,1.266,1.2954,0.4794,0.7774,0.7954,0.061,0.4022,0.3385,164.075,-0.026,-0.195,0.07,1.39,0.84,238.9,1.63
2021-09-03 11:59:04,19.35,0.63,1.37,0.02,0.5742,1.17,1.3796,0.7139,-0.146,-0.0768,-0.1118,0.0909,0.0454,-0.3518,0.7141,1.3241,1.2323,0.4734,0.8777,0.8169,0.053,0.3473,0.2617,109.381,-0.027,-0.146,0.02,1.37,0.63,245.5,1.51
2021-09-03 12:09:04,19.45,0.8,1.35,0.13,0.5423,1.1407,1.2193,0.7728,0.0251,0.0789,-0.0294,0.1778,-0.1101,-0.2511,0.7887,1.2177,1.1314,0.5016,0.7744,0.7195,0.04609,0.3376,0.5266,214.672,-0.057,-0.137,0.13,1.35,0.8,239.5,1.57
2021-09-03 12:19:04,19.64,0.77,1.29,0.09,0.5751,1.1929,1.2727,0.7076,-0.0217,-0.0443,-0.1449,0.1371,0.0693,-0.298,0.7113,1.2343,1.2305,0.4736,0.8218,0.8193,0.0712,0.4008,0.342,164.935,-0.026,-0.194,0.09,1.29,0.77,239.0,1.5
2021-09-03 12:29:04,19.54,0.36,1.53,0.12,0.5516,1.3059,1.3342,0.7705,0.1358,-0.2918,-0.0562,0.1207,0.0379,-0.2444,0.7721,1.2815,1.3567,0.4907,0.8145,0.8623,0.0274,0.2604,0.4634,145.744,-0.085,-0.082,0.12,1.53,0.36,256.6,1.57
2021-09-03 12:39:04,19.58,0.46,1.62,0.04,0.5037,1.2515,1.149,0.6874,0.0317,-0.1603,-0.0118,0.0712,0.0477,-0.2165,0.6863,1.1207,1.2774,0.4081,0.6664,0.7595,0.01738,0.2217,0.3212,85.906,-0.081,-0.059,0.04,1.62,0.46,254.3,1.68
2021-09-03 12:49:04,19.89,0.62,1.6,0.12,0.4817,1.1445,1.1148,0.6946,0.0412,-0.265,-0.0585,0.1068,0.036,-0.1703,0.6955,1.0354,1.2163,0.404,0.6014,0.7065,0.02318,0.2621,0.4076,128.78,-0.073,-0.083,0.12,1.6,0.62,248.9,1.72
2021-09-03 12:59:04,19.87,0.63,1.57,0.07,0.4579,1.1864,1.3126,0.7739,0.0264,-0.2747,-0.0799,0.1216,-0.0785,-0.2528,0.78,1.2169,1.2807,0.4598,0.7173,0.7549,0.03891,0.3347,0.3632,146.285,-0.04,-0.135,0.07,1.57,0.63,248.2,1.7
2021-09-03 13:09:04,20.21,0.38,0.9,0.09,0.5809,1.0164,0.9389,0.6351,-0.1089,-0.0062,-0.0567,0.1419,0.0359,-0.1999,0.6366,0.9479,1.0071,0.6482,0.9652,1.0254,0.06959,0.2591,0.5476,171.235,-0.101,-0.081,0.09,0.9,0.38,246.9,0.98
2021-09-03 13:19:04,20.11,1.47,1.42,0.16,0.5206,1.2426,1.2163,0.7466,-0.2036,0.5222,-0.0695,0.0888,0.0779,-0.2591,0.7519,1.4237,0.9943,0.3667,0.6944,0.485,0.02483,0.3231,0.2749,106.449,-0.033,-0.126,0.16,1.42,1.47,224.0,2.04
2021-09-03 13:29:04,20.25,0.86,1.38,0.07,0.5921,1.2603,1.0775,0.7021,-0.0919,-0.0263,-0.0201,0.131,0.0918,-0.1732,0.6988,1.1228,1.222,0.4294,0.69,0.7509,0.03549,0.3066,0.4274,157.679,-0.056,-0.113,0.07,1.38,0.86,238.2,1.63
2021-09-03 13:39:04,20.15,0.87,1.15,-0.03,0.551,1.2454,0.9846,0.6378,-0.1786,-0.0486,-0.0994,0.0823,-0.0216,-0.1325,0.6358,1.0655,1.178,0.4402,0.7377,0.8156,0.04878,0.319,0.258,98.882,-0.031,-0.122,-0.03,1.15,0.87,233.1,1.44
2021-09-03 13:49:04,20.06,0.23,1.58,0.02,0.5966,1.1914,1.0805,0.7351,-0.0518,0.1302,-0.0546,0.1119,0.0851,-0.2381,0.7341,1.101,1.1731,0.4591,0.6886,0.7337,0.03955,0.318,0.3519,134.634,-0.043,-0.122,0.02,1.58,0.23,261.6,1.6
2021-09-03 13:59:04,20.2,1.12,1.26,0.11,0.4937,1.0778,1.1848,0.698,-0.0708,0.0012,-0.0103,0.1054,0.0628,-0.23,0.6967,1.1402,1.1256,0.4131,0.6761,0.6674,0.02236,0.2522,0.418,126.966,-0.081,-0.077,0.11,1.26,1.12,228.4,1.68
2021-09-03 14:09:04,20.36,0.81,1.36,0.16,0.6125,1.0542,1.1472,0.6784,-0.069,-0.0606,-0.0722,0.0921,0.0764,-0.3528,0.6797,1.0989,1.1037,0.4276,0.6913,0.6943,0.04159,0.3242,0.284,110.494,-0.033,-0.126,0.16,1.36,0.81,239.2,1.58
2021-09-03 14:19:04,20.02,0.96,1.75,0.04,0.4819,1.4225,1.178,0.6784,-0.0468,0.0571,-0.1275,0.0847,0.0429,-0.1775,0.6795,1.2582,1.3515,0.3408,0.6311,0.6779,0.03385,0.3668,0.2309,101.251,-0.021,-0.162,0.04,1.75,0.96,241.1,1.99
2021-09-03 14:29:04,20.5,0.64,1.2,0.05,0.5948,0.9388,1.0721,0.6523,-0.0549,-0.0811,-0.1262,0.1514,-0.0089,-0.2339,0.6569,1.0083,1.0039,0.4847,0.744,0.7408,0.06885,0.3556,0.4257,182.068,-0.042,-0.152,0.05,1.2,0.64,241.9,1.35
2021-09-03 14:39:04,20.29,0.76,1.34,0.08,0.5711,1.1833,1.2598,0.7508,-0.1359,0.0323,-0.2288,0.1346,0.1191,-0.239,0.7533,1.2511,1.191,0.4889,0.812,0.7729,0.10864,0.5079,0.265,160.856,-0.013,-0.31,0.08,1.34,0.76,240.2,1.54
2021-09-03 14:49:04,20.34,1.24,1.31,0.08,0.5084,1.2199,1.2616,0.697,-0.2499,0.2836,-0.0581,0.0756,0.024,-0.3132,0.7003,1.3496,1.1197,0.3878,0.7474,0.6201,0.01929,0.2508,0.3013,90.808,-0.059,-0.076,0.08,1.31,1.24,226.7,1.8
2021-09-06 07:09:04,15.55,-0.22,0.8,0.04,0.3036,0.5672,0.5472,0.3629,-0.0443,0.0978,0.0252,0.0305,0.0011,-0.0885,0.3642,0.4994,0.6089,0.4388,0.6016,0.7335,0.03655,0.1587,0.1924,37.421,-0.096,-0.031,0.04,0.8,-0.22,285.6,0.83
2021-09-06 07:19:04,15.6,-0.17,0.72,0.05,0.2929,0.6678,0.5856,0.3651,-0.0406,0.074,0.0585,0.0222,0.0259,-0.0768,0.364,0.562,0.6882,0.491,0.7579,0.9282,0.11635,0.2529,0.0877,27.026,-0.017,-0.078,0.05,0.72,-0.17,283.4,0.74
2021-09-06 07:29:04,15.72,-0.3,0.78,-0.01,0.3587,0.6044,0.5819,0.3223,0.0647,0.1052,0.0533,0.0407,0.0365,-0.0412,0.3229,0.5215,0.6569,0.3854,0.6225,0.7842,0.09212,0.2543,0.1602,49.753,-0.031,-0.079,-0.01,0.78,-0.3,290.7,0.84
2021-09-06 07:39:04,16.08,-0.16,0.55,0.03,0.4482,0.58,0.6009,0.3101,-0.0396,0.0954,0.0559,0.0283,0.0164,-0.1297,0.3108,0.5543,0.6243,0.5451,0.9721,1.0951,0.17912,0.2413,0.1172,34.527,-0.025,-0.071,0.03,0.55,-0.16,286.3,0.57
2021-09-06 07:49:04,16.28,-0.57,0.63,0.05,0.3975,0.8227,0.7013,0.3363,0.0834,0.208,0.0934,0.0558,0.0362,-0.0554,0.3439,0.6025,0.8948,0.402,0.7044,1.0461,0.13699,0.3166,0.1763,67.997,-0.022,-0.122,0.05,0.63,-0.57,312.1,0.85
2021-09-06 07:59:04,16.49,-0.38,0.53,0.01,0.4448,0.58,0.6677,0.3344,0.0523,0.0145,0.0679,0.044,0.0404,-0.1125,0.335,0.6284,0.622,0.5172,0.9701,0.9603,0.18831,0.2811,0.1564,53.616,-0.025,-0.096,0.01,0.53,-0.38,305.5,0.65
2021-09-06 08:09:04,16.61,-0.74,0.39,0.0,0.4733,0.9074,0.6675,0.3636,0.0956,-0.015,0.0768,0.0733,0.0077,-0.1058,0.364,0.8669,0.7191,0.4365,1.0396,0.8624,0.111,0.2778,0.2637,89.383,-0.043,-0.094,0.0,0.39,-0.74,331.9,0.83
2021-09-06 08:19:04,16.57,-0.94,0.71,-0.03,0.5398,0.8573,0.7934,0.3869,0.1299,0.0859,0.114,0.0735,0.0313,-0.2208,0.3823,0.786,0.8661,0.3239,0.6659,0.7338,0.08485,0.3438,0.2137,89.335,-0.023,-0.144,-0.03,0.71,-0.94,323.0,1.18
2021-09-06 08:29:04,16.51,-1.16,0.72,-0.09,0.48,0.5113,0.6634,0.3429,0.0885,-0.0718,0.0532,0.0668,0.0013,-0.1068,0.336,0.6162,0.5714,0.2462,0.4516,0.4188,0.02856,0.2306,0.2899,81.515,-0.068,-0.065,-0.09,0.72,-1.16,328.3,1.36
2021-09-06 08:39:04,16.95,-0.59,0.15,0.02,0.5017,0.6405,0.5738,0.3106,0.1826,-0.076,0.0616,0.083,-0.0111,-0.0611,0.3189,0.6603,0.5461,0.5271,1.0915,0.9027,0.171,0.2502,0.3316,101.254,-0.066,-0.076,0.02,0.15,-0.59,346.0,0.6
2021-09-06 08:49:04,16.98,-0.39,-0.13,0.05,0.58,0.5573,0.8964,0.2815,0.0175,0.1913,0.0157,0.0657,0.0237,0.0278,0.2994,0.6805,0.8003,0.7243,1.6463,1.9362,0.16625,0.1685,0.3898,80.253,-0.172,-0.035,0.05,-0.13,-0.39,18.3,0.41
2021-09-06 08:59:04,17.42,-0.43,0.04,0.01,0.5663,0.6449,0.6192,0.3243,0.0964,0.0151,0.0396,0.0564,0.0067,-0.1006,0.3278,0.6408,0.6216,0.7596,1.485,1.4405,0.21591,0.2005,0.2813,68.771,-0.087,-0.049,0.01,0.04,-0.43,354.9,0.43
2021-09-06 09:09:04,17.22,-0.78,-0.89,0.1,0.6095,0.6395,0.6039,0.3397,0.1632,0.0034,0.0396,0.0933,-0.0126,0.0631,0.3468,0.6184,0.6216,0.2923,0.5213,0.524,0.02955,0.2039,0.4574,113.711,-0.137,-0.051,0.1,-0.89,-0.78,48.9,1.18
2021-09-06 09:19:04,17.22,-0.94,-0.61,0.13,0.4913,0.7203,0.6695,0.3953,0.2094,0.0583,0.073,0.0729,0.0358,0.0754,0.4239,0.7265,0.6449,0.3759,0.6443,0.5719,0.06393,0.2851,0.2555,88.578,-0.039,-0.099,0.13,-0.61,-0.94,32.8,1.12
2021-09-06 09:29:04,17.24,-0.77,-0.61,0.15,0.4592,0.6113,0.5946,0.3432,0.1033,0.0364,0.0309,0.0554,0.0264,0.0471,0.3685,0.6192,0.5709,0.3728,0.6263,0.5774,0.04154,0.2015,0.2748,67.445,-0.085,-0.049,0.15,-0.61,-0.77,38.4,0.98
2021-09-06 09:39:04,17.24,-1.01,-0.74,0.16,0.5046,0.7119,0.6946,0.4241,0.1768,0.0194,0.0649,0.0799,0.0155,0.0602,0.4479,0.7042,0.6874,0.354,0.5565,0.5432,0.0417,0.2584,0.3092,97.21,-0.058,-0.081,0.16,-0.74,-1.01,36.4,1.26
2021-09-06 09:49:04,17.22,-1.38,-0.25,0.04,0.4963,0.7496,0.6269,0.3537,0.2584,-0.0479,0.0804,0.0715,0.0081,-0.0106,0.3612,0.731,0.6444,0.2583,0.5226,0.4607,0.04133,0.2844,0.2516,86.871,-0.039,-0.098,0.04,-0.25,-1.38,10.3,1.4
2021-09-06 09:59:04,17.43,-1.0,-0.37,0.13,0.4841,0.7121,0.7147,0.3715,0.2,0.0625,0.0648,0.0674,0.0279,0.0261,0.4014,0.7246,0.6854,0.3722,0.672,0.6357,0.06069,0.2656,0.2538,81.953,-0.045,-0.086,0.13,-0.37,-1.0,20.2,1.07
2021-09-06 10:09:04,17.72,-1.18,-0.05,0.14,0.5735,0.8302,0.7571,0.4225,0.2498,0.0175,0.0619,0.0893,0.0596,-0.0279,0.4486,0.8172,0.7563,0.3776,0.6878,0.6365,0.06088,0.2931,0.3045,108.382,-0.044,-0.104,0.14,-0.05,-1.18,2.3,1.18
2021-09-06 10:19:04,17.43,-1.47,-0.35,0.09,0.4804,0.8633,0.7064,0.4555,0.2535,0.0184,0.126,0.0984,0.0163,0.0203,0.4745,0.85,0.71,0.3136,0.5618,0.4692,0.05551,0.3565,0.2759,119.193,-0.027,-0.154,0.09,-0.35,-1.47,13.5,1.51
2021-09-06 10:29:04,17.28,-1.69,-0.54,0.16,0.3723,0.8082,0.7018,0.4748,0.1688,0.033,0.1125,0.054,-0.0035,0.0274,0.4987,0.7963,0.6987,0.2801,0.4473,0.3925,0.03551,0.3354,0.161,65.045,-0.018,-0.137,0.16,-0.54,-1.69,17.8,1.77
2021-09-06 10:39:04,17.26,-1.71,-0.04,0.06,0.3757,0.7332,0.5992,0.4001,0.1283,0.0393,0.0751,0.0661,0.0141,-0.0025,0.4068,0.7305,0.5979,0.2377,0.4268,0.3493,0.02607,0.2763,0.2392,80.118,-0.039,-0.093,0.06,-0.04,-1.71,1.2,1.71
2021-09-06 10:49:04,17.52,-1.38,-0.27,0.15,0.4508,0.8456,0.7168,0.4123,0.2102,0.0091,0.1176,0.0699,0.0043,0.0077,0.4478,0.8249,0.7197,0.3175,0.5849,0.5103,0.05915,0.343,0.2037,84.49,-0.022,-0.143,0.15,-0.27,-1.38,11.1,1.4
2021-09-06 10:59:04,17.59,-1.26,-0.65,0.17,0.4917,0.7722,0.6637,0.4558,0.1563,0.0204,0.0811,0.0852,0.0021,0.0509,0.4797,0.747,0.6756,0.3361,0.5233,0.4733,0.03985,0.2849,0.2992,103.459,-0.046,-0.099,0.17,-0.65,-1.26,27.2,1.42
2021-09-06 11:09:04,17.68,-1.26,-0.68,0.19,0.5181,0.8645,0.6897,0.4497,0.2367,0.0317,0.105,0.1008,0.0022,0.0162,0.4849,0.8246,0.7143,0.3359,0.5713,0.4949,0.05041,0.3241,0.311,122.224,-0.037,-0.127,0.19,-0.68,-1.26,28.3,1.43
2021-09-06 11:19:04,17.7,-1.27,-0.58,0.13,0.4995,0.8161,0.6931,0.4406,0.206,-0.0205,0.1029,0.0871,0.0244,0.0674,0.4655,0.7721,0.7264,0.3326,0.5516,0.519,0.05398,0.3252,0.2679,105.555,-0.032,-0.128,0.13,-0.58,-1.27,24.5,1.39
2021-09-06 11:29:04,18.0,-1.34,-0.25,0.13,0.6115,0.9331,0.7735,0.4242,0.3519,0.0201,0.1129,0.0935,0.068,-0.0139,0.4575,0.9162,0.7747,0.3346,0.6701,0.5666,0.0705,0.363,0.2575,113.072,-0.024,-0.16,0.13,-0.25,-1.34,10.5,1.36
2021-09-06 11:39:04,17.79,-1.32,-0.29,0.12,0.4152,0.7875,0.7729,0.415,0.1361,0.0964,0.0778,0.0733,-0.0075,0.006,0.4357,0.8012,0.747,0.3206,0.5896,0.5498,0.04234,0.2796,0.262,88.829,-0.042,-0.095,0.12,-0.29,-1.32,12.4,1.35
2021-09-06 11:49:04,18.07,-1.08,0.08,0.03,0.4463,0.6717,0.7084,0.364,0.087,0.1881,0.0418,0.0629,0.0237,0.0375,0.3669,0.6494,0.7274,0.3393,0.6007,0.6728,0.04112,0.2192,0.2871,76.418,-0.074,-0.058,0.03,0.08,-1.08,355.8,1.08
2021-09-06 11:59:04,18.18,-0.89,-0.35,0.07,0.4772,0.6551,0.5512,0.3393,0.1352,0.1141,0.0592,0.0629,0.0223,0.0844,0.3541,0.6929,0.4925,0.3678,0.7198,0.5116,0.06829,0.2516,0.2501,76.333,-0.049,-0.077,0.07,-0.35,-0.89,21.7,0.96
2021-09-06 12:09:04,18.26,-1.37,0.28,0.04,0.4227,0.8944,0.7676,0.4129,0.1779,-0.0278,0.1209,0.0631,-0.015,-0.0437,0.4226,0.8913,0.766,0.3019,0.6367,0.5472,0.06219,0.3491,0.1807,76.016,-0.018,-0.148,0.04,0.28,-1.37,348.5,1.4
2021-09-06 12:19:04,18.28,-1.16,-0.26,0.1,0.5371,0.67,0.7729,0.3607,0.1435,0.0716,0.0893,0.0486,0.0093,0.1695,0.3844,0.6852,0.7477,0.3211,0.5724,0.6246,0.06266,0.2997,0.1623,58.706,-0.023,-0.109,0.1,-0.26,-1.16,12.8,1.19
2021-09-06 12:29:04,18.55,-1.03,-0.15,0.1,0.5484,0.834,0.6666,0.4078,0.0908,0.1,0.0534,0.0824,0.0225,0.0484,0.4257,0.8392,0.6486,0.4067,0.8017,0.6197,0.05285,0.2406,0.3423,99.881,-0.074,-0.07,0.1,-0.15,-1.03,8.4,1.04
2021-09-06 12:39:04,18.33,-2.27,-0.07,0.11,0.5457,1.0549,0.8272,0.5121,0.3891,-0.048,0.162,0.1052,-0.003,-0.0125,0.5289,1.0448,0.8293,0.233,0.4603,0.3654,0.03144,0.4025,0.2613,126.324,-0.02,-0.196,0.11,-0.07,-2.27,1.9,2.27
2021-09-06 12:49:04,18.19,-1.78,0.03,0.08,0.4455,0.9029,0.6862,0.4125,0.2607,-0.0276,0.0938,0.0675,0.0086,-0.0377,0.4239,0.8981,0.6856,0.2376,0.5034,0.3843,0.02958,0.3068,0.2201,81.46,-0.029,-0.114,0.08,0.03,-1.78,359.0,1.78
2021-09-06 12:59:04,17.96,-2.12,0.21,0.03,0.3653,0.8409,0.5727,0.4149,0.1826,0.1725,0.0645,0.0494,0.0211,0.0195,0.4174,0.8167,0.6049,0.1955,0.3825,0.2833,0.01489,0.2606,0.1896,59.522,-0.035,-0.082,0.03,0.21,-2.12,354.3,2.13
2021-09-06 13:09:04,18.74,-0.89,-0.09,0.1,0.3957,0.5591,0.4672,0.3117,0.1061,0.0269,0.0545,0.0433,0.0062,-0.0078,0.3351,0.5494,0.4626,0.3715,0.6091,0.5128,0.06743,0.2342,0.1847,52.343,-0.042,-0.066,0.1,-0.09,-0.89,5.6,0.9
2021-09-06 13:19:04,18.65,-0.88,0.33,0.09,0.3654,0.5168,0.6442,0.296,0.0892,0.0228,0.0188,0.0223,0.0377,-0.0784,0.2997,0.5181,0.6415,0.3173,0.5484,0.679,0.04724,0.2053,0.1084,26.869,-0.032,-0.051,0.09,0.33,-0.88,339.2,0.94
2021-09-06 13:29:04,18.76,-0.55,-0.23,-0.02,0.4159,0.3662,0.5714,0.2428,0.0565,0.0276,0.0151,0.0366,-0.0064,0.0373,0.2413,0.4272,0.528,0.4035,0.7145,0.883,0.04578,0.128,0.2863,44.462,-0.217,-0.02,-0.02,-0.23,-0.55,22.5,0.6
2021-09-06 13:39:04,18.74,-0.79,0.16,-0.03,0.3847,0.6165,0.6777,0.3144,0.1124,0.0759,0.0329,0.0367,-0.0074,0.0619,0.3105,0.5968,0.6967,0.3853,0.7406,0.8645,0.05196,0.1837,0.1997,44.448,-0.074,-0.041,-0.03,0.16,-0.79,348.6,0.81
2021-09-06 13:49:04,19.22,-0.03,0.3,0.0,0.3115,0.7388,0.539,0.2896,0.0639,-0.1527,-0.0039,0.0335,0.0186,-0.0384,0.2895,0.5638,0.7201,0.9682,1.8854,2.408,0.21207,0.1377,0.2431,40.581,-0.159,-0.023,0.0,0.3,-0.03,274.8,0.3
2021-09-06 13:59:04,19.1,-0.18,0.89,0.07,0.1993,0.7445,0.8,0.4569,0.0487,-0.0719,0.0172,0.0234,0.0735,-0.0484,0.448,0.82,0.728,0.4945,0.905,0.8035,0.09199,0.2748,0.085,28.037,-0.014,-0.091,0.07,0.89,-0.18,281.3,0.9
2021-09-06 14:09:04,18.55,-0.87,0.06,0.0,0.4458,0.7826,0.5803,0.3245,0.2194,-0.0115,0.0133,0.034,0.0331,0.0373,0.3245,0.7829,0.58,0.3706,0.8941,0.6624,0.04654,0.1889,0.1802,41.242,-0.063,-0.043,0.0,0.06,-0.87,356.4,0.88
2021-09-06 14:19:04,18.29,-0.65,0.38,0.11,0.3439,0.6886,0.5817,0.3131,0.0684,0.0746,0.0513,0.0348,0.024,-0.0345,0.3362,0.6001,0.6614,0.4424,0.7896,0.8704,0.09803,0.2379,0.1462,42.132,-0.032,-0.069,0.11,0.38,-0.65,329.8,0.75
2021-09-06 14:29:04,18.53,-0.99,0.32,0.07,0.3369,0.6757,0.479,0.3101,0.1409,0.0245,0.0541,0.0254,0.0375,-0.0148,0.3205,0.6442,0.5142,0.3068,0.6167,0.4923,0.06032,0.2565,0.0989,30.531,-0.019,-0.08,0.07,0.32,-0.99,342.4,1.04
2021-09-06 14:39:04,18.35,-0.83,0.48,0.05,0.2888,0.5235,0.4798,0.2459,0.0307,0.0223,0.0357,0.0196,0.0247,-0.0568,0.2503,0.4915,0.5104,0.2619,0.5144,0.5342,0.04758,0.2084,0.0941,23.687,-0.027,-0.053,0.05,0.48,-0.83,330.0,0.95
2021-09-06 14:49:04,18.59,-0.74,0.41,0.03,0.3061,0.6574,0.4197,0.3137,0.019,0.0435,0.0417,0.0295,0.0202,-0.0323,0.3167,0.5776,0.5223,0.3723,0.679,0.614,0.0641,0.2154,0.1368,35.644,-0.037,-0.056,0.03,0.41,-0.74,331.1,0.85
2021-09-06 14:59:04,18.51,-0.98,0.44,0.05,0.3188,0.4181,0.5979,0.2261,0.0523,0.0076,0.0175,0.0112,0.0321,-0.0877,0.2274,0.4458,0.5769,0.2117,0.415,0.537,0.03163,0.1911,0.0587,13.473,-0.02,-0.044,0.05,0.44,-0.98,336.0,1.07
2021-09-06 15:09:04,18.48,-0.55,0.53,0.09,0.236,0.4055,0.4375,0.2905,0.0031,0.0131,0.0522,0.0108,0.0386,-0.0483,0.2967,0.4006,0.4379,0.3867,0.522,0.5706,0.11028,0.2548,0.0426,12.963,-0.008,-0.079,0.09,0.53,-0.55,316.5,0.76
2021-09-06 15:19:04,18.49,-0.61,0.46,-0.02,0.2069,0.4719,0.3734,0.2386,0.0195,-0.0243,0.0083,0.0123,0.0135,-0.0297,0.2388,0.4649,0.382,0.3134,0.61,0.5012,0.02729,0.1259,0.0976,14.881,-0.077,-0.019,-0.02,0.46,-0.61,323.3,0.76
2021-09-06 15:29:04,18.43,-0.94,0.62,0.02,0.1904,0.396,0.4262,0.232,0.028,-0.0281,0.0224,0.0105,0.026,-0.0312,0.2324,0.4358,0.3852,0.2062,0.3867,0.3418,0.02703,0.1853,0.0569,12.642,-0.021,-0.042,0.02,0.62,-0.94,326.7,1.13
2021-09-06 15:39:04,18.34,-0.55,0.41,0.02,0.2581,0.5454,0.404,0.2541,0.0115,-0.0036,0.029,0.0157,0.0209,-0.032,0.2556,0.5021,0.4559,0.3754,0.7374,0.6695,0.07702,0.189,0.0832,19.027,-0.029,-0.043,0.02,0.41,-0.55,323.3,0.68
2021-09-06 15:49:04,18.51,-0.31,0.2,0.03,0.2475,0.5251,0.5502,0.2947,0.0183,0.0994,0.014,0.0177,0.0,-0.0045,0.2985,0.4363,0.6212,0.8149,1.1912,1.696,0.10469,0.1185,0.1491,21.461,-0.132,-0.017,0.03,0.2,-0.31,326.7,0.37
2021-09-06 15:59:04,18.69,-0.15,0.92,-0.07,0.1284,0.7217,0.8017,0.4552,0.007,0.0202,0.0299,0.0098,0.0085,-0.0385,0.4585,0.7941,0.728,0.4883,0.8457,0.7754,0.03531,0.1764,0.0555,11.763,-0.022,-0.038,-0.07,0.92,-0.15,279.0,0.94
2021-09-06 16:09:04,18.88,0.01,0.48,0.01,0.2252,0.5814,0.5227,0.4173,0.0239,-0.0033,0.0232,0.0302,0.0381,-0.0444,0.416,0.5236,0.5815,0.8675,1.0919,1.2125,0.19418,0.2113,0.1429,36.566,-0.04,-0.054,0.01,0.48,0.01,268.6,0.48
2021-09-06 16:19:04,18.76,-0.23,0.52,-0.03,0.2018,0.4568,0.5965,0.3211,0.0245,0.0004,0.0224,0.011,0.0501,-0.05,0.3281,0.5715,0.483,0.5743,1.0003,0.8453,0.1683,0.2344,0.0468,13.172,-0.011,-0.066,-0.03,0.52,-0.23,294.0,0.57
2021-09-06 16:29:04,18.88,-0.07,0.46,0.05,0.2578,0.5925,0.7672,0.3095,0.0375,-0.0392,0.0096,0.0126,0.0128,-0.1048,0.3144,0.7693,0.5871,0.673,1.6466,1.2567,0.07335,0.1265,0.0996,15.267,-0.077,-0.019,0.05,0.46,-0.07,278.5,0.46
2021-09-06 16:39:04,18.63,0.21,1.15,0.0,0.1438,0.7123,0.7955,0.4575,0.0075,-0.038,0.0091,0.0191,-0.0423,-0.0617,0.4577,0.7845,0.7242,0.3924,0.6726,0.6209,0.03178,0.2079,0.0919,23.009,-0.026,-0.052,0.0,1.15,0.21,259.8,1.17
2021-09-06 16:49:04,18.57,0.19,1.53,0.08,0.0897,0.8088,0.7677,0.5025,0.023,-0.1707,-0.1027,0.0,-0.0032,-0.028,0.5051,0.7392,0.8334,0.3275,0.4794,0.5405,0.0432,0.3205,-0.0001,-0.742,0.0,-0.124,0.08,1.53,0.19,263.0,1.54
2021-09-06 16:59:04,18.56,0.28,1.11,-0.01,0.0977,0.711,0.7698,0.5274,0.0091,0.0137,0.034,0.0089,0.0135,-0.0231,0.528,0.7702,0.7101,0.4619,0.6738,0.6213,0.02799,0.1912,0.0466,10.643,-0.016,-0.044,-0.01,1.11,0.28,255.8,1.14
2021-09-06 17:09:04,18.44,-0.07,0.97,0.07,0.1698,0.7044,0.8345,0.452,0.0026,-0.1328,-0.0291,0.0079,0.0531,-0.0685,0.4463,0.8481,0.6917,0.458,0.8702,0.7098,0.06375,0.2461,0.0319,9.283,-0.007,-0.073,0.07,0.97,-0.07,274.0,0.97
2021-09-06 17:19:04,18.32,-0.04,1.07,-0.02,0.1136,0.6318,0.8591,0.4599,0.0187,-0.1457,0.0267,0.0058,0.0314,-0.0561,0.4611,0.8641,0.6241,0.4288,0.8037,0.5805,0.03568,0.2031,0.0285,6.837,-0.009,-0.05,-0.02,1.07,-0.04,272.0,1.08
2021-09-06 17:29:04,18.2,0.18,1.01,0.07,0.1435,0.6551,0.6628,0.45,0.0044,-0.0113,-0.0128,0.014,-0.0337,-0.038,0.4563,0.6553,0.6583,0.4457,0.6401,0.6431,0.03436,0.1898,0.074,16.937,-0.026,-0.044,0.07,1.01,0.18,259.8,1.02
2021-09-06 17:39:04,18.04,0.08,1.29,-0.01,0.0978,0.711,0.6385,0.443,0.0013,-0.032,-0.0294,-0.003,0.0382,-0.0199,0.4438,0.6352,0.7134,0.3443,0.4928,0.5535,0.02903,0.2196,-0.0136,-3.908,0.004,-0.058,-0.01,1.29,0.08,266.5,1.29
2021-09-06 17:49:04,17.92,0.08,1.01,-0.05,0.0856,0.5345,0.5998,0.4038,0.0032,-0.0019,-0.0041,0.0027,-0.0205,-0.0129,0.4018,0.6005,0.5352,0.3965,0.5926,0.5282,0.02036,0.1446,0.0187,3.207,-0.011,-0.025,-0.05,1.01,0.08,265.5,1.01
